0.65052,-12.88,-8.8687,5.5421,-36.394,-38.373,-5.3921,56.375,-21.381,-48.896,22.825
0.79078,-12.892,-8.8757,5.5162,-36.379,-38.383,-5.4169,56.429,-21.254,-48.577,22.593
0.94366,-12.905,-8.8844,5.4856,-36.361,-38.391,-5.4376,56.492,-21.121,-48.235,22.345
1.1087,-12.919,-8.8946,5.4501,-36.34,-38.397,-5.4536,56.564,-20.983,-47.873,22.083
1.2854,-12.934,-8.906,5.4097,-36.315,-38.401,-5.4641,56.645,-20.841,-47.495,21.808
1.4732,-12.951,-8.9184,5.3642,-36.286,-38.4,-5.4687,56.735,-20.695,-47.103,21.523
1.6719,-12.968,-8.9313,5.3137,-36.251,-38.395,-5.4667,56.833,-20.546,-46.703,21.232
1.8807,-12.986,-8.9444,5.2583,-36.212,-38.384,-5.4575,56.938,-20.396,-46.298,20.935
2.0993,-13.005,-8.9572,5.1979,-36.165,-38.366,-5.4406,57.049,-20.243,-45.892,20.637
2.327,-13.023,-8.9693,5.1326,-36.112,-38.341,-5.4152,57.165,-20.091,-45.49,20.341
2.5634,-13.042,-8.9802,5.0627,-36.051,-38.306,-5.3809,57.285,-19.938,-45.096,20.048
2.808,-13.061,-8.9892,4.9883,-35.981,-38.26,-5.3371,57.405,-19.786,-44.714,19.761
3.06,-13.078,-8.996,4.9096,-35.901,-38.204,-5.2832,57.526,-19.637,-44.346,19.483
3.3191,-13.095,-8.9999,4.8267,-35.81,-38.134,-5.2186,57.643,-19.49,-43.996,19.215
3.5846,-13.11,-9.0005,4.7399,-35.708,-38.051,-5.1429,57.754,-19.346,-43.666,18.959
3.856,-13.123,-8.9972,4.6494,-35.593,-37.952,-5.0556,57.858,-19.207,-43.358,18.715
4.1327,-13.133,-8.9896,4.5555,-35.465,-37.838,-4.956,57.95,-19.073,-43.072,18.486
4.4142,-13.139,-8.9773,4.4583,-35.321,-37.706,-4.844,58.028,-18.946,-42.809,18.27
4.6998,-13.142,-8.9598,4.358,-35.162,-37.556,-4.7189,58.089,-18.825,-42.57,18.069
4.989,-13.14,-8.937,4.255,-34.986,-37.387,-4.5806,58.13,-18.713,-42.353,17.881
5.2812,-13.133,-8.9084,4.1492,-34.793,-37.199,-4.4287,58.146,-18.61,-42.157,17.707
5.5756,-13.12,-8.874,4.041,-34.582,-36.99,-4.2631,58.136,-18.517,-41.982,17.545
5.8715,-13.101,-8.8336,3.9304,-34.352,-36.761,-4.0836,58.095,-18.435,-41.825,17.394
6.1682,-13.074,-8.7872,3.8176,-34.103,-36.51,-3.8903,58.022,-18.364,-41.685,17.254
6.4649,-13.038,-8.7348,3.7027,-33.834,-36.238,-3.6832,57.911,-18.307,-41.559,17.123
6.7607,-12.995,-8.6767,3.5859,-33.545,-35.945,-3.4625,57.762,-18.264,-41.446,16.999
7.0547,-12.941,-8.6129,3.4673,-33.235,-35.63,-3.2285,57.57,-18.235,-41.343,16.883
7.3458,-12.878,-8.5439,3.3471,-32.906,-35.294,-2.9818,57.334,-18.221,-41.249,16.772
7.6331,-12.803,-8.47,3.2253,-32.556,-34.937,-2.723,57.052,-18.223,-41.161,16.666
7.9154,-12.718,-8.3918,3.1022,-32.187,-34.558,-2.4527,56.72,-18.242,-41.079,16.562
8.1916,-12.62,-8.3097,2.9781,-31.799,-34.16,-2.1719,56.337,-18.278,-41.001,16.462
8.4606,-12.511,-8.2246,2.8531,-31.392,-33.741,-1.8815,55.902,-18.331,-40.925,16.363
8.7211,-12.388,-8.137,2.7276,-30.967,-33.302,-1.5829,55.414,-18.402,-40.85,16.265
8.972,-12.253,-8.0478,2.6019,-30.525,-32.845,-1.2773,54.871,-18.49,-40.776,16.167
9.212,-12.104,-7.9578,2.4765,-30.066,-32.369,-0.96611,54.272,-18.595,-40.702,16.069
9.44,-11.941,-7.8679,2.3517,-29.593,-31.875,-0.65098,53.619,-18.718,-40.627,15.971
9.6549,-11.765,-7.7791,2.228,-29.106,-31.365,-0.33358,52.909,-18.856,-40.551,15.872
9.8556,-11.576,-7.6921,2.1061,-28.606,-30.838,-0.015669,52.145,-19.01,-40.473,15.773
10.041,-11.372,-7.6081,1.9864,-28.095,-30.296,0.3009,51.326,-19.178,-40.394,15.673
10.211,-11.155,-7.5278,1.8697,-27.574,-29.74,0.61426,50.454,-19.358,-40.314,15.573
10.363,-10.925,-7.4522,1.7566,-27.044,-29.171,0.9225,49.529,-19.55,-40.232,15.474
10.498,-10.682,-7.3821,1.6478,-26.507,-28.589,1.2238,48.554,-19.751,-40.148,15.375
10.615,-10.427,-7.3183,1.5439,-25.964,-27.997,1.5162,47.531,-19.959,-40.064,15.279
10.714,-10.159,-7.2615,1.4458,-25.417,-27.395,1.7981,46.461,-20.172,-39.978,15.184
10.794,-9.88,-7.2123,1.354,-24.867,-26.785,2.0678,45.347,-20.388,-39.891,15.093
10.854,-9.5897,-7.1713,1.2693,-24.316,-26.168,2.3239,44.192,-20.604,-39.803,15.005
10.896,-9.289,-7.139,1.1921,-23.765,-25.547,2.5651,42.999,-20.818,-39.714,14.923
10.919,-8.9786,-7.1156,1.1233,-23.216,-24.921,2.7903,41.772,-21.026,-39.623,14.846
10.924,-8.6591,-7.1014,1.0631,-22.669,-24.295,2.9988,40.513,-21.228,-39.53,14.775
10.91,-8.3315,-7.0964,1.0121,-22.127,-23.668,3.19,39.226,-21.419,-39.434,14.711
10.879,-7.9966,-7.1008,0.97067,-21.59,-23.043,3.3635,37.915,-21.598,-39.336,14.654
10.83,-7.6551,-7.1145,0.93898,-21.06,-22.422,3.5195,36.584,-21.763,-39.234,14.604
10.765,-7.3079,-7.1371,0.9172,-20.538,-21.807,3.6582,35.237,-21.912,-39.128,14.562
10.684,-6.9561,-7.1685,0.9054,-20.025,-21.199,3.78,33.878,-22.043,-39.017,14.527
10.588,-6.6004,-7.2081,0.90351,-19.523,-20.6,3.8858,32.51,-22.156,-38.899,14.5
10.477,-6.2418,-7.2557,0.91135,-19.032,-20.013,3.9764,31.139,-22.249,-38.776,14.478
10.353,-5.8814,-7.3106,0.92867,-18.554,-19.438,4.053,29.767,-22.322,-38.644,14.463
10.216,-5.52,-7.3722,0.95508,-18.089,-18.878,4.1169,28.399,-22.375,-38.504,14.452
10.067,-5.1586,-7.4398,0.99012,-17.639,-18.333,4.1694,27.039,-22.408,-38.355,14.445
9.9068,-4.7982,-7.5128,1.0332,-17.203,-17.804,4.2118,25.691,-22.421,-38.197,14.441
9.7355,-4.4398,-7.5903,1.0838,-16.784,-17.294,4.2457,24.359,-22.415,-38.028,14.439
