1.6658,-14.65,-10.876,5.7016,-41.934,-35.033,-2.2361,58.757,-15.872,-48.074,32.022
1.9096,-14.637,-10.869,5.6772,-41.893,-35.033,-2.2166,58.832,-15.671,-47.19,31.134
2.1883,-14.622,-10.861,5.6486,-41.843,-35.028,-2.1917,58.918,-15.454,-46.238,30.179
2.5021,-14.605,-10.851,5.6157,-41.782,-35.016,-2.1611,59.016,-15.22,-45.219,29.156
2.8507,-14.585,-10.841,5.5783,-41.709,-34.997,-2.1246,59.128,-14.968,-44.136,28.069
3.2335,-14.562,-10.83,5.5364,-41.623,-34.968,-2.0819,59.253,-14.696,-42.993,26.923
3.6496,-14.535,-10.817,5.49,-41.524,-34.929,-2.0328,59.392,-14.403,-41.792,25.721
4.0977,-14.505,-10.804,5.4392,-41.411,-34.879,-1.9772,59.547,-14.089,-40.538,24.468
4.5762,-14.471,-10.789,5.384,-41.283,-34.816,-1.915,59.717,-13.753,-39.236,23.172
5.0833,-14.432,-10.773,5.3244,-41.14,-34.74,-1.8462,59.903,-13.392,-37.891,21.838
5.6167,-14.388,-10.756,5.2606,-40.982,-34.649,-1.7708,60.105,-13.007,-36.509,20.472
6.1741,-14.339,-10.738,5.1928,-40.807,-34.542,-1.689,60.323,-12.597,-35.094,19.083
6.7528,-14.284,-10.719,5.121,-40.618,-34.418,-1.601,60.559,-12.16,-33.653,17.676
7.3498,-14.223,-10.698,5.0455,-40.412,-34.276,-1.5069,60.811,-11.697,-32.191,16.259
7.9622,-14.156,-10.676,4.9664,-40.19,-34.116,-1.4071,61.08,-11.206,-30.713,14.839
8.5865,-14.082,-10.653,4.8838,-39.953,-33.936,-1.302,61.365,-10.687,-29.225,13.422
9.2195,-14.002,-10.629,4.7979,-39.701,-33.736,-1.1921,61.667,-10.14,-27.731,12.014
9.8576,-13.914,-10.603,4.7088,-39.434,-33.515,-1.0778,61.985,-9.566,-26.234,10.622
10.497,-13.82,-10.577,4.6167,-39.153,-33.273,-0.95969,62.318,-8.964,-24.741,9.2507
11.135,-13.719,-10.548,4.5216,-38.858,-33.009,-0.83837,62.666,-8.3348,-23.253,7.9049
11.768,-13.61,-10.519,4.4236,-38.551,-32.724,-0.71448,63.028,-7.6789,-21.774,6.5894
12.392,-13.495,-10.488,4.3228,-38.233,-32.417,-0.58867,63.404,-6.9974,-20.308,5.3083
13.004,-13.373,-10.456,4.219,-37.903,-32.087,-0.46161,63.793,-6.291,-18.857,4.065
13.601,-13.244,-10.422,4.1124,-37.565,-31.737,-0.33396,64.194,-5.5611,-17.424,2.8629
14.179,-13.109,-10.387,4.0029,-37.217,-31.364,-0.20637,64.606,-4.809,-16.011,1.7047
14.738,-12.968,-10.351,3.8903,-36.862,-30.971,-0.079475,65.028,-4.0361,-14.62,0.59269
15.273,-12.821,-10.312,3.7745,-36.501,-30.557,0.046158,65.46,-3.244,-13.253,-0.47117
15.783,-12.669,-10.273,3.6554,-36.135,-30.123,0.17,65.9,-2.4346,-11.913,-1.4853
16.267,-12.513,-10.231,3.5328,-35.765,-29.67,0.29159,66.348,-1.6096,-10.602,-2.4486
16.722,-12.352,-10.187,3.4065,-35.392,-29.198,0.41055,66.803,-0.77092,-9.3218,-3.3601
17.148,-12.188,-10.142,3.2762,-35.017,-28.708,0.52659,67.264,0.079391,-8.0739,-4.2195
17.544,-12.02,-10.095,3.1419,-34.641,-28.202,0.63952,67.731,0.93933,-6.8604,-5.0266
17.909,-11.85,-10.046,3.0031,-34.266,-27.679,0.74925,68.202,1.8068,-5.6832,-5.7816
18.244,-11.678,-9.9942,2.8598,-33.892,-27.141,0.8558,68.678,2.6797,-4.5439,-6.4851
